date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:51:47	84425/84425	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202020%2016:02:45%20GMT	https://designreset.com/cork/ltr/demo4/component_blockui.html	D:/cs/cork/designreset.com/cork/ltr/demo4/component_blockui.html	(from https://designreset.com/cork/ltr/demo4/)
12:51:48	56155/56155	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202020%2016:02:45%20GMT	https://designreset.com/cork/ltr/demo4/component_countdown.html	D:/cs/cork/designreset.com/cork/ltr/demo4/component_countdown.html	(from https://designreset.com/cork/ltr/demo4/)
12:51:48	60535/60535	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202020%2016:02:45%20GMT	https://designreset.com/cork/ltr/demo4/component_counter.html	D:/cs/cork/designreset.com/cork/ltr/demo4/component_counter.html	(from https://designreset.com/cork/ltr/demo4/)
12:51:49	92293/92293	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202020%2016:02:45%20GMT	https://designreset.com/cork/ltr/demo4/component_timeline.html	D:/cs/cork/designreset.com/cork/ltr/demo4/component_timeline.html	(from https://designreset.com/cork/ltr/demo4/)
12:51:49	80751/80751	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202020%2016:02:45%20GMT	https://designreset.com/cork/ltr/demo4/component_sweetalert.html	D:/cs/cork/designreset.com/cork/ltr/demo4/component_sweetalert.html	(from https://designreset.com/cork/ltr/demo4/)
12:51:50	80383/80383	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202020%2016:02:45%20GMT	https://designreset.com/cork/ltr/demo4/component_snackbar.html	D:/cs/cork/designreset.com/cork/ltr/demo4/component_snackbar.html	(from https://designreset.com/cork/ltr/demo4/)
12:51:50	50989/50989	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202020%2016:02:45%20GMT	https://designreset.com/cork/ltr/demo4/component_session_timeout.html	D:/cs/cork/designreset.com/cork/ltr/demo4/component_session_timeout.html	(from https://designreset.com/cork/ltr/demo4/)
12:51:50	106838/106838	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202020%2016:02:45%20GMT	https://designreset.com/cork/ltr/demo4/component_media_object.html	D:/cs/cork/designreset.com/cork/ltr/demo4/component_media_object.html	(from https://designreset.com/cork/ltr/demo4/)
12:51:51	75855/75855	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202020%2016:02:45%20GMT	https://designreset.com/cork/ltr/demo4/component_list_group.html	D:/cs/cork/designreset.com/cork/ltr/demo4/component_list_group.html	(from https://designreset.com/cork/ltr/demo4/)
12:51:51	85961/85961	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202020%2016:02:45%20GMT	https://designreset.com/cork/ltr/demo4/component_pricing_table.html	D:/cs/cork/designreset.com/cork/ltr/demo4/component_pricing_table.html	(from https://designreset.com/cork/ltr/demo4/)
